category,sound,x,y
SawingManual,5,-0.911985309770142,-0.07890541626506944
SawingManual,6,-1.0391507983917803,1.7813921212270245
SawingManual,7,1.4334051193665656,1.0921075023704603
SawingManual,8,-2.0769596868869513,-0.5946192566269183
SawingManual,9,-0.02973143657464274,-1.3208320558855058
SawingManual,10,-0.7917149465062409,0.3794589490645626
SeaWaves,1,1.5363805543420437,0.33910805762436536
SeaWaves,2,0.07579979992674295,1.1757681394683177
SeaWaves,3,1.085438141069226,-1.7527654958484735
SeaWaves,4,1.627945490481318,-0.8096034935039849
SeaWaves,5,-1.029354426762609,-0.20385793571361607
SeaWaves,6,-0.15748994645880937,0.2385775052865663
SeaWaves,7,0.7773401712948513,1.4860709152226375
SeaWaves,8,-1.953217227443923,-0.04598632450229245
SeaWaves,9,-0.5606892784782284,-1.6587249602426823
SeaWaves,10,-1.4021532779588601,1.2314135922002054
Sneezing,1,1.0822015656049337,0.4908709000973184
Sneezing,2,0.3971227159575394,1.1760308677609193
Sneezing,3,0.6043786863433686,-0.48968612034928766
Sneezing,4,1.1092549413167778,-1.2396062366219072
Sneezing,5,-0.5956700297806464,-0.8729770837491112
Sneezing,6,-0.793943497937855,1.5125761286515897
Sneezing,7,1.2481252887501313,0.5715712525637383
Sneezing,8,-1.956971945757018,-0.11193891984752254
Sneezing,9,-0.057622075342666404,-1.659856767101188
Sneezing,10,-1.0368756491489697,0.6230159785990808
Snoring,1,0.4676079814462975,-1.4335843941462612
Snoring,2,-1.9617211956149707,0.1590592018696244
Snoring,3,2.0676097357083894,-1.881151514540231
Snoring,4,0.2585864949818559,1.5336227898376014
Snoring,5,0.03366021007668115,-0.2935183807165053
Snoring,6,-1.1084160898641136,0.4810044189385536
Snoring,7,0.6544981413889926,0.6637625667658056
Snoring,8,-1.4355351716153721,-1.54698912620517
Snoring,9,-1.2210559993784056,1.5950136713099925
Snoring,10,2.244765892784002,0.7227807669231758
ThroatClearing,1,1.2374535716749322,-0.3384606021897972
ThroatClearing,2,0.4730898267456556,1.0122026229046674
ThroatClearing,3,1.6967239949466006,-1.7213565676917366
ThroatClearing,4,1.0819000926386395,-0.9720603277113193
ThroatClearing,5,-2.020319523897563,-0.32861785918389863
ThroatClearing,6,-1.6207167333084382,1.8629570683632517
ThroatClearing,7,0.4044484151919573,1.3841035978134153
ThroatClearing,8,-0.07739624220671809,-0.029298453623744777
ThroatClearing,9,-0.2938473367078545,-1.5369057580050218
ThroatClearing,10,-0.8813360650666229,0.6674362793183211
Thunder,1,0.9107421678227082,0.9971091186645697
Thunder,2,1.400534247480827,0.06788759111249025
Thunder,3,1.348259312207873,-2.2149149555058445
Thunder,4,0.9958190559467784,-1.0329984999324202
Thunder,5,-0.22998750778118948,-0.9598091091416635
Thunder,6,-1.234345585998881,1.911009276329509
Thunder,7,0.5326563715992065,2.4395884459149797
Thunder,8,-2.4810735539261226,-0.5262745402336559
Thunder,9,-0.4722686725686971,-1.4249908400898401
Thunder,10,-0.7703358347672031,0.7433935128836231
TrainBrakes,1,1.6898723218443252,0.23101903872461188
TrainBrakes,2,1.1802993986712766,1.3122239300167233
TrainBrakes,3,1.1961394693458918,-1.753994949559564
TrainBrakes,4,1.1469663893188515,-1.1917059733397168
TrainBrakes,5,-0.868844943701542,-0.44104267238557304
TrainBrakes,6,-0.8843043448654211,1.458397275307533
TrainBrakes,7,0.6332526167708552,1.6575495104947569
TrainBrakes,8,-2.409917468992406,-0.21376558076232377
TrainBrakes,9,-0.20328999985142782,-1.7292356175463959
TrainBrakes,10,-1.4801734385216971,0.6705550390353735
TrainSignal,1,0.575218630050057,-1.6064927174106831
TrainSignal,2,-1.0315848671550156,-0.17796319979018566
TrainSignal,3,1.127796575786117,-0.5463325016795849
TrainSignal,4,0.07187094604117836,1.514720060743963
TrainSignal,5,-0.1495390805730282,-0.17952610942957545
TrainSignal,6,-1.8696178400075003,0.8893565966663399
TrainSignal,7,0.8065810937957725,-0.41802425038631974
TrainSignal,8,-1.4181511131450673,-1.1268678959557927
TrainSignal,9,-0.15678621253168243,1.4948214081093152
TrainSignal,10,2.044211867711529,0.15630860914406164
