LP,FileName,Category,Subcategory,Database,OriginalFileName,Duration,SampleRate,TotalSamples,Channels,BitsPerSample,Type,BackgroundNoise,MaskingEffect,Movement,Distance,SoundSource,Notes
486,'TrainSignal_06_MONO.wav',Manmade,transport,FreeSound.org,'278885__theshaggyfreak__train-whistle.wav',2.362403628,44100,104182,1,16,F,0,0,0,0,0,
487,'TrainSignal_07_MONO.wav',Manmade,transport,OrangeFreeSounds.com,'Distant-train-horn-sound.wav',3,44100,132300,1,16,F,1,0,0,0,0,Ambient outdoor sound
488,'TrainSignal_08_MONO.wav',Manmade,transport,OrangeFreeSounds.com,'Electric-train-short-horn.wav',1.306122449,44100,57600,1,16,F,0,0,0,0,0,
489,'TrainSignal_09_MONO.wav',Manmade,transport,OrangeFreeSounds.com,'Train-horn-honking.wav',1.384489796,44100,61056,1,16,F,0,0,0,0,0,
490,'TrainSignal_10_MONO.wav',Manmade,transport,OrangeFreeSounds.com,'Small-train-horn.wav',1.253877551,44100,55296,1,16,F,1,0,0,0,0,Ambient outdoor sound
491,'TrainWagons_01_MONO.wav',Manmade,transport,BBC Sound Effects,'07041086_Victoria station train leaving the station.wav',2.99984127,44100,132293,1,16,F,1,0,1,2,0,Ambient outdoor sound
492,TrainWagons_02_MONO.wav',Manmade,transport,YouTube,"'BNSF 6597 leads a monster 16,000 ft stack train with 10 engines west through Ancona, IL 07_23_17.wav'",2.95154195,44100,130163,1,16,F,1,0,1,2,0,Ambient outdoor sound
493,'TrainWagons_03_MONO.wav',Manmade,transport,SoundBible.com,'steam-train-daniel_simon.wav',3,44100,132300,1,16,F,0,0,1,2,0,
494,'TrainWagons_04_MONO.wav',Manmade,transport,FreeSound.org,'18998__lg__train06.wav',3,44100,132300,1,16,F,0,0,1,2,0,
495,'TrainWagons_05_MONO.wav',Manmade,transport,OrangeFreeSounds.com,'High-speed-train-pass-by.wav',3,44100,132300,1,16,F,0,0,1,2,0,
496,'TrainWagons_06_MONO.wav',Manmade,transport,zapsplat.com,"'lilesound_1_Train,+city,+Paris.wav'",3,44100,132300,1,16,F,0,0,1,2,0,
497,'TrainWagons_07_MONO.wav',Manmade,transport,zapsplat.com,"'lilesound_2_Train,+city,+Paris.wav'",3,44100,132300,1,16,F,0,0,1,2,0,
498,'TrainWagons_08_MONO.wav',Manmade,transport,YouTube,'India''s Longest Train _ 84 Wagons and 4 KJM WDG3As - from YouTube.wav',3,44100,132300,1,16,F,0,0,1,2,0,
499,TrainWagons_09_MONO.wav',Manmade,transport,YouTube,'BNSF Military (Abrams Tanks) Train over Tehachapi - from YouTube.wav',2.939659864,44100,129639,1,16,F,1,0,1,2,0,Ambient outdoor sound
500,'TrainWagons_10_MONO.wav',Manmade,transport,YouTube,'Loud Trains! - from YouTube.wav',3,44100,132300,1,16,F,1,0,1,2,0,Ambient outdoor sound
501,'Rain_01_MONO.wav',Nature,weather,SoundBible.com,'Gewitter__Thunderstorm-Tim-1509815136.wav',2.999614512,44100,132283,1,16,F,0,0,0,0,0,
502,'Rain_02_MONO.wav',Nature,weather,SoundBible.com,'Rain_Background-Mike_Koenig-1681389445.wav',2.999659864,44100,132285,1,16,B,0,0,0,0,0,
503,'Rain_03_MONO.wav',Nature,weather,SoundBible.com,'Rain-Pwlae-390675481.wav',3,44100,132300,1,16,B,1,0,0,0,0,Ambient outdoor sound
504,'Rain_04_MONO.wav',Nature,weather,SoundBible.com,'Rain-SoundBible.com-176235038.wav',3,44100,132300,1,16,B,1,0,0,0,0,Ambient outdoor sound
505,'Rain_05_MONO.wav',Nature,weather,FreeSound.org,'22861__maverickkk__rain.wav',3,44100,132300,1,16,B,0,0,0,0,0,
506,'Rain_06_MONO.wav',Nature,weather,FreeSound.org,'84671__tomc1985__inside-rain-heavy-3.wav',3,44100,132300,1,16,B,0,0,0,0,0,
507,'Rain_07_MONO.wav',Nature,weather,FreeSound.org,'186808__nickgoa__rain-1.wav',3,44100,132300,1,16,B,0,0,0,0,0,
508,'Rain_08_MONO.wav',Nature,weather,FreeSound.org,'333441__noisesounds__regen.wav',3,44100,132300,1,16,B,0,0,0,0,0,
509,'Rain_09_MONO.wav',Nature,weather,FreeSound.org,'391694__jpolito__jp-rainloop04.wav',3,44100,132300,1,16,B,0,0,0,0,0,
510,'Rain_10_MONO.wav',Nature,weather,FreeSound.org,'445803__heasun0810__heavy-rain.wav',3,44100,132300,1,16,B,1,0,0,0,0,Ambient outdoor sound
511,'Thunder_01_MONO.wav',Nature,weather,SoundBible.com,'2_Minute_Thunderstorm-Mike_Koenig-574654058.wav',2.989659864,44100,131844,1,16,F,1,0,0,0,0,Ambient outdoor sound
512,'Thunder_02_MONO.wav',Nature,weather,SoundBible.com,'Gewitter__Thunderstorm-Tim-1509815136.wav',3,44100,132300,1,16,F,0,0,0,0,0,
513,'Thunder_03_MONO.wav',Nature,weather,SoundBible.com,'More_Thunder-Mike_Koenig-889679068.wav',3,44100,132300,1,16,F,1,0,0,0,0,Rain
514,'Thunder_04_MONO.wav',Nature,weather,SoundBible.com,'Thunder Storm 2-SoundBible.com-1990153083.wav',3,44100,132300,1,16,F,1,0,0,0,0,Rain
515,Thunder_05_MONO.wav',Nature,weather,YouTube,'Lightning Storm Sound Effect - from YouTube.wav',2.960634921,44100,132300,1,16,F,0,0,0,0,0,
516,'Thunder_06_MONO.wav',Nature,weather,SoundBible.com,'thunder_strike_2-Mike_Koenig-2099467696.wav',3,44100,132300,1,16,F,1,0,0,0,0,Rain
517,'Thunder_07_MONO.wav',Nature,weather,SoundBible.com,'thunder_strike_3-Mike_Koenig-853886140.wav',3,44100,132300,1,16,F,1,0,0,0,0,Rain
518,'Thunder_08_MONO.wav',Nature,weather,SoundBible.com,'Thunder-Mike_Koenig-315681025.wav',2.999455782,44100,130564,1,16,F,1,0,0,0,0,Rain
519,'Thunder_09_MONO.wav',Nature,weather,FreeSound.org,'159769__timgormly__thunder-os-1.wav',3,44100,132300,1,16,F,0,0,0,1,0,
520,'Thunder_10_MONO.wav',Nature,weather,FreeSound.org,'345920__dragisharambo21__thunder.wav',3,44100,132300,1,16,F,0,0,0,0,0,
521,'Wind_01_MONO.wav',Nature,weather,SoundBible.com,'Wind-Mark_DiAngelo-1940285615.wav',3,44100,132300,1,16,B,0,0,0,1,0,
522,'Wind_02_MONO.wav',Nature,weather,FreeSound.org,'144083__bosk1__wind-houling-1.wav',3,44100,132300,1,16,B,0,0,0,1,0,
523,Wind_03_MONO.wav',Nature,weather,FreeSound.org,'29531__eliasheuninck__wind2.wav',3,44100,132300,1,16,B,0,0,0,1,0,
524,'Wind_04_MONO.wav',Nature,weather,FreeSound.org,'180025__kangaroovindaloo__esperance-wind-farm-ii.wav',3,44100,132300,1,16,B,0,0,0,1,0,
525,'Wind_05_MONO.wav',Nature,weather,FreeSound.org,'205966__kangaroovindaloo__medium-wind.wav',3,44100,132300,1,16,B,0,0,0,1,0,
526,'Wind_06_MONO.wav',Nature,weather,FreeSound.org,'320693__klankbeeld__wind-indoors-001-150823-0735.wav',3,44100,132300,1,16,B,0,0,0,1,0,
527,'Wind_07_MONO.wav',Nature,weather,FreeSound.org,'407025__ericssoundschmiede__wind-arctic-storm-breeze-019.wav',2.997414966,44100,132186,1,16,B,0,0,0,1,0,
528,Wind_08_MONO.wav',Nature,weather,FreeSound.org,'84111__benboncan__wind-on-door-short.wav',3,44100,132300,1,16,B,0,0,0,1,0,
529,'Wind_09_MONO.wav',Nature,weather,FreeSound.org,'438885__craigsmith__g56-30-wind-storm.wav',3,44100,132300,1,16,B,0,0,0,1,0,
530,Wind_10_MONO.wav',Nature,weather,FreeSound.org,'407010__ericssoundschmiede__wind-arctic-storm-breeze-004.wav',3,44100,132300,1,16,B,0,0,0,1,0,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
